GENE	TCGA-OR-A5J1	TCGA-OR-A5J2	TCGA-OR-A5J3
C8orf41	423.1652	214.4973	223.1729
C8orf42	489.9135	397.7988	141.6087
C8orf44	20.8069	24.0129	20.7377
C8orf45	16.3305	44.6920	40.2903
C8orf46	78.7704	18.1184	56.2880
C8orf47	2.4015	3.6237	1.7775
C8orf48	0.0000	7.6500	36.1428
C8orf4	83.0932	239.5651	59.8430
C8orf51	20.1729	15.3000	4.7400
C8orf55	409.7022	491.2091	1135.8317
C8orf56	0.2065	1.5380	13.1832
C8orf58	520.1729	165.0785	213.8942
C8orf59	559.7887	264.2222	356.4390
C8orf71	0.0000	0.0000	0.0000
C8orf73	959.1739	61.1998	110.7984
C8orf74	0.0000	0.0000	0.0000
C8orf75	0.4803	0.0000	0.0000
C8orf76	325.6484	377.6915	340.0978
C8orf77	10.0865	3.6237	6.5176
C8orf79	6.7243	3.6237	498.8891
C8orf80	0.0000	0.4026	0.5925
C8orf83	1123.4390	1289.6251	783.2914
C8orf84	1701.7291	17.3131	234.6319
C8orf85	5.2834	63.6156	5.3325
C8orf86	0.0000	0.0000	0.0000
C9orf100	182.7714	83.0506	123.6439
C9orf102	44.3036	147.3949	44.3727
C9orf103	92.2190	93.8129	106.6509
C9orf106	0.0000	4.0263	0.5925
C9orf109	44.1883	3.2210	2.3700
C9orf110	33.6215	19.3263	6.5176
C9orf114	547.0605	306.4984	367.9396
C9orf116	219.9808	87.7734	235.8169
C9orf117	1.4409	3.2210	4.1475
C9orf119	422.1902	641.3902	383.3506
C9orf11	0.4803	0.4026	0.5925
C9orf122	150.3362	6.8447	8.8876
C9orf123	871.2776	787.5450	658.8654
C9orf125	362.6321	630.5192	445.5636
C9orf128	0.0000	1.2079	0.5925
C9orf129	7.6849	145.1483	45.9250
C9orf130	126.0279	44.9094	90.7243
C9orf131	1.9212	1.2079	1.7775
C9orf135	0.0000	0.0000	0.0000
C9orf139	0.0000	0.8053	1.1850
C9orf140	7.2046	86.9682	53.3254
C9orf142	715.6580	204.1336	441.4161
C9orf144B	0.0000	0.0000	0.0000
C9orf144	0.0000	0.4026	0.0000
C9orf150	52.3535	99.8523	282.0323
C9orf152	0.0000	1.6105	6.5176
C9orf153	2.8818	0.8053	0.0000
C9orf156	273.2949	165.4811	207.3767
C9orf163	95.5812	2.4158	27.2552
C9orf167	51.3929	132.0628	43.2529
C9orf169	198.3814	4.6343	16.3591
C9orf16	3651.7771	3868.8754	3141.4605
C9orf170	6.2440	1.6105	2.3700
C9orf171	0.4803	0.0000	0.0000
C9orf172	19.2123	168.7021	19.5527
C9orf173	22.0941	6.4421	10.0726
C9orf21	115.7541	139.3101	59.8430
C9orf23	323.2469	258.8913	436.0835
C9orf24	4.3228	15.3000	11.8501
C9orf25	506.7243	485.5722	939.7126
C9orf27	0.0000	0.0000	0.0000
C9orf30	232.1950	372.1794	230.5851
C9orf37	856.8684	377.6673	233.4469
C9orf3	271.4361	231.9513	281.4102
C9orf40	132.0845	124.4128	151.0887
C9orf41	53.3141	165.4811	79.9881
C9orf43	522.5744	43.4841	22.5152
C9orf44	0.0000	0.0000	52.1404
C9orf45	16.8108	15.7026	25.4777
C9orf46	126.8012	195.6784	249.4445
C9orf47	208.9337	11.3542	13.6454
C9orf4	5.2834	31.4052	0.5925
C9orf50	0.9606	0.8053	5.3325
C9orf53	0.0000	0.4026	0.0000
C9orf57	0.0000	0.0000	0.0000
C9orf5	4461.0951	4595.6232	2540.0681
C9orf64	480.7877	433.2303	193.7491
C9orf66	79.2507	30.1973	29.0327
C9orf68	22.0941	24.5605	2.3700
C9orf69	1108.0692	1763.1185	505.9991
C9orf6	402.4976	365.1858	227.5218
C9orf70	0.0000	0.0000	0.0000
C9orf71	0.0000	0.0000	0.4918
C9orf72	442.3631	219.4336	431.9360
C9orf78	1609.9904	1144.6782	1422.6041
C9orf79	0.0000	0.0000	0.0000
C9orf7	851.1047	634.5455	609.6875
C9orf80	221.9020	160.6495	141.6087
C9orf82	511.0471	208.1599	379.2031
C9orf84	1599.4236	1777.2105	100.1333
C9orf85	107.5889	88.9813	146.3487
C9orf86	1738.7128	1910.4812	1407.1989
C9orf89	659.9424	392.1620	273.1447
C9orf91	924.5917	988.8602	257.1471
C9orf93	37.4640	51.9393	38.5128
C9orf95	50.4323	388.5383	104.8734
C9orf96	11.0471	18.9236	8.2951
C9orf98	33.6215	47.5104	45.6229
C9orf9	70.6052	316.8701	113.1684
C9	13.9289	1.2079	9.4801
CA10	0.0000	3.6237	0.0000
CA11	329.4909	255.2677	1284.5445
CA12	37.4640	2282.1090	12.4426
CA13	10.0865	8.8579	39.6978
CA14	9.6061	36.2367	5.9250
CA1	0.4803	3.2210	0.0000
CA2	901.0567	180.7810	181.8990
CA3	2.8818	2.4158	35.5503
CA4	1.9212	235.5388	0.0000
CA5A	4.3228	0.0000	0.0000
CA5BP	179.1547	189.2363	307.5100
CA5B	102.7426	109.0927	682.1508
CA6	0.4803	0.0000	0.0000
CA7	0.0000	2.8184	0.5925
CA8	20.1729	15.3000	5.9250
CA9	1.9212	2.9593	8996.6938
CAB39L	422.6705	122.3996	43.8454
CAB39	1462.5360	2027.6466	1449.8593
CABC1	2171.7003	1958.1123	1506.1828
CABIN1	1167.6273	1043.2153	1800.0296
CABLES1	91.2584	87.7734	17.7751
CABLES2	130.1633	649.4428	377.4256
CABP1	39.3852	7.6500	17.1826
CABP2	0.0000	0.0000	0.0000
CABP4	2.8818	1.6105	0.0000
CABP5	0.0000	0.0000	0.0000
CABP7	1525.4659	432.4331	20.2459
CABYR	91.2584	15.3000	25.4777
CACHD1	304.0346	940.5446	735.2985
CACNA1A	6.7243	27.3789	177.7514
CACNA1B	0.9606	264.5282	8.8876
CACNA1C	274.2555	68.4472	51.5479
CACNA1D	1231.9885	523.0169	290.3274
CACNA1E	0.0000	0.8053	63.9905
CACNA1F	0.0000	1.6105	0.0000
CACNA1G	8.1652	302.3754	321.1376
CACNA1H	2517.2094	6135.6844	16076.4331
CACNA1I	11.0471	81.7340	360.2429
CACNA1S	0.0000	47.1078	0.0000
CACNA2D1	20.6532	3381.2900	127.9810
CACNA2D2	16.8108	21.3394	51.5479
CACNA2D3	2.4015	8.4552	58.0655
CACNA2D4	13.9289	18.1184	4.1475
CACNB1	250.2402	101.0602	297.4374
CACNB2	884.2459	75.2919	318.1751
CACNB3	341.0183	368.0042	197.3041
CACNB4	340.0576	50.3288	20.1452
CACNG1	48.9914	0.4026	0.0000
CACNG2	0.0000	9.2605	1.7775
CACNG3	0.0000	0.0000	0.0000
CACNG4	18.2517	1.6105	1.1850
CACNG5	0.0000	0.0000	0.0000
CACNG6	0.0000	0.4026	8.2951
CACNG7	0.0000	2.0132	0.5925
CACNG8	0.0000	0.0000	1.7775
CACYBP	1851.5850	1139.8466	866.8345
CADM1	2439.4813	4673.7335	1740.1866
CADM2	0.0000	0.4026	0.5925
CADM3	0.9606	7.8795	21.3302
CADM4	178.6744	366.7963	1693.9713
CADPS2	1463.9769	102.2681	1556.5101
CADPS	0.0000	341.0279	5.3325
CAD	269.9328	706.2137	876.3146
CAGE1	0.9606	0.0000	0.5925
CALB1	3.8425	9.6631	23535.4762
CALB2	18.2517	26.5736	1001.3331
CALCA	0.0000	4.4289	0.0000
CALCB	0.0000	0.0000	1.1850
CALCOCO1	1183.4774	2228.9618	1946.9708
CALCOCO2	2305.4755	1359.2802	1352.6885
CALCRL	120.0768	504.0932	187.2315
CALCR	3.3622	0.4026	0.0000
CALD1	918.3477	2718.1577	3793.8083
CALHM1	0.0000	312.8438	222.1893
CALHM2	85.9750	2203.1935	958.0803
CALHM3	0.4803	10.8710	1.1850
CALM1	8182.0365	4432.5579	12882.8322
CALM2	12200.7685	8195.9441	9006.0732
CALM3	5866.4745	8137.9653	14975.5592
CALML3	0.0000	0.4026	0.0000
CALML4	1587.4159	234.7335	181.8990
CALML5	0.0000	0.0000	0.0000
CALML6	1.4409	0.4026	1.7775
CALN1	1207.0125	2003.0862	56.8805
CALR3	1.4409	0.0000	0.0000
CALR	14476.9452	32145.2046	21906.0880
CALU	1334.7743	13050.4586	5337.8759
CALY	0.0000	1.2079	0.0000
CAMK1D	80.6916	136.4917	120.8710
CAMK1G	0.4803	58.7840	10.0726
CAMK1	968.4918	842.5282	2663.6113
CAMK2A	2.4015	1.2079	4.1475
CAMK2B	348.2229	13.6894	378.6106
CAMK2D	1011.0471	2176.2172	747.1486
CAMK2G	995.1969	1095.9599	552.2145
CAMK2N1	3335.7349	4085.4905	3439.4904
CAMK2N2	492.3151	49.5235	149.3112
CAMK4	1.4409	3.2210	0.0000
CAMKK1	59.5581	478.3249	516.0717
CAMKK2	955.8117	1744.1948	1961.7834
CAMKV	2.4015	2.8184	0.0000
CAMLG	1211.3353	1044.4232	1624.6482
CAMP	0.0000	0.0000	2.9625
CAMSAP1L1	1701.7291	3105.4882	859.7245
CAMSAP1	804.5149	1006.1733	845.5044
CAMTA1	1176.7531	471.0775	512.5167
CAMTA2	1553.3141	1513.4876	1207.5248
CAND1	1496.6378	2563.1450	2867.1308
CAND2	309.3180	900.2815	62.2130
CANT1	473.1028	1685.8134	1020.2933
CANX	13276.6571	26432.2821	22716.0421
CAP1	3236.7915	3629.3103	2897.9410
CAP2	380.4035	860.8238	443.1936
CAPG	265.1297	480.7407	146.9412
CAPN10	688.5159	316.7131	465.1163
CAPN11	47.0701	1.2079	3.5550
CAPN12	70.4179	71.7729	49.4208
CAPN13	0.0000	0.0000	0.0000
CAPN14	0.0000	0.0000	4.7400
CAPN1	2100.8646	2133.9410	537.4019
CAPN2	5852.0653	5125.4848	5602.7255
CAPN3	360.3074	20.1315	55.8554
CAPN5	510.5668	1430.1431	1505.5547
CAPN6	0.0000	90.1892	8.8876
CAPN7	491.8348	1617.3663	543.9194
CAPN8	1.9212	0.0000	39.1053
CAPN9	0.0000	0.4026	86.5057
CAPNS1	18033.6215	4283.1820	12058.6580
CAPNS2	0.4803	0.8053	0.0000
CAPRIN1	3484.6302	4441.8184	2040.5866
CAPRIN2	1050.4323	579.3851	532.6618
CAPS2	24.9760	37.0420	82.3582
CAPSL	0.0000	0.0000	1.1850
CAPS	940.4419	258.8913	501.8516
CAPZA1	3361.6715	1791.7052	1568.9527
CAPZA2	1541.7867	3682.4575	2194.0453
CAPZA3	0.0000	0.0000	0.0000
CAPZB	5505.7637	2690.7789	3640.9421
CARD10	278.0980	111.1260	216.8568
CARD11	55.2354	14.8973	13.6276
CARD14	100.8646	31.4052	60.4355
CARD16	35.5427	18.5210	10.6651
CARD17	0.0000	0.0000	0.0000
CARD18	0.0000	0.0000	0.0000
CARD6	378.9625	196.4836	572.9522
CARD8	372.7185	311.6359	994.8156
CARD9	22.0941	9.2605	1.7775
CARHSP1	2843.0451	891.4921	5150.4310
CARKD	3865.0336	2597.7712	2332.6915
CARM1	915.4659	1000.9391	1429.7141
CARNS1	10.0865	12.0789	30.2177
CARS2	1234.6782	792.0666	855.0141
CARS	569.1643	1273.1173	780.9095
CARTPT	1.4409	0.0000	0.0000
CASC1	4.3228	57.1735	10.6651
CASC2	29.7791	66.4340	87.6907
CASC3	1796.3497	2027.2440	960.4503
CASC4	3658.5014	3906.7226	8754.2586
CASC5	5.7637	73.6814	21.9227
CASD1	795.3890	1152.3282	924.9000
CASKIN1	18.5447	11.5958	49.1542
CASKIN2	1244.1979	1406.8711	1410.2918
CASK	897.2142	1712.3870	3311.5094
CASP10	73.9673	194.8731	132.7211
CASP12	5.7637	2.8184	4.1475
CASP14	0.0000	0.0000	0.0000
CASP1	49.9520	51.5367	37.3278
CASP2	712.2959	916.3868	1113.3165
CASP3	861.6715	645.8191	404.6808
CASP4	187.8002	437.2566	572.3597
CASP5	0.4803	0.8053	0.0000
CASP6	205.5716	148.9732	237.0019
CASP7	79.2507	274.1913	277.8848
CASP8AP2	119.1162	489.1959	211.5242
CASP8	330.9318	450.1408	343.0603
CASP9	981.2680	296.3360	494.7415
CASQ1	3.8425	4.4289	2.3700
CASQ2	21.1335	4.0263	0.5925
CASR	1.4409	0.0000	0.5925
CASS4	4.8031	14.8973	23.7002
CAST	5939.7550	5269.0386	7446.9916
CASZ1	87.8963	131.6601	35.5503
CATSPER1	1.4409	0.8053	1.1850
CATSPER2P1	12.0413	25.4583	12.4959
CATSPER2	20.6532	27.7573	5.9250
CATSPER3	7.2478	2.0574	17.7751
CATSPER4	0.0000	0.0000	0.5925
CATSPERB	1.9212	0.0000	1.1850
CATSPERG	1.4409	6.0395	18.9602
CAT	2259.8463	1901.6233	1914.9756
CAV1	360.2305	695.7453	256.5546
CAV2	155.6196	275.3992	94.2083
CAV3	0.0000	0.0000	0.0000
CBARA1	1343.4198	2837.7389	1634.7208
CBFA2T2	451.9693	981.6129	371.5005
CBFA2T3	168.1076	121.5944	853.7994
CBFB	1042.7474	849.9527	652.9403
CBLB	423.6311	396.9936	777.9588
CBLC	0.0000	0.4026	0.5925
CBLL1	524.4957	679.2375	671.9005
CBLN1	6.2440	308.0122	0.0000
CBLN2	0.0000	1.6105	0.0000
CBLN3	1286.2632	215.0046	725.2259
CBLN4	0.4803	0.4026	7.7026
CBL	508.6455	1003.3549	435.4910
CBR1	3285.6964	1314.9224	5877.2923
CBR3	47.5504	10.8710	22.5152
CBR4	946.2056	349.4832	295.6599
CBS	276.6571	301.1675	388.0907
CBWD1	1501.9212	682.8611	2080.8769
CBWD2	694.0442	245.6045	636.3502
CBWD3	244.4765	146.9681	162.8559
CBWD5	0.0000	4.0183	0.0830
CBWD6	203.1700	185.2100	47.4004
CBX1	2946.2056	1099.1809	1017.3308
CBX2	58.5975	42.6788	51.5479
CBX3	5777.1374	5680.7121	9022.0708
CBX4	1885.2065	1821.9025	1568.3602
CBX5	4583.0932	5625.1491	5217.0049
CBX6	77.8098	551.6036	289.1423
CBX7	622.9587	692.5243	1633.5358
CBX8	199.8079	225.4730	219.2268
CBY1	507.2286	589.1892	572.1523
CC2D1A	1019.2123	1787.6789	2138.9424
CC2D1B	1931.7963	1804.5894	571.7671
CC2D2A	343.4198	525.8353	255.3696
CC2D2B	7.6849	4.8316	4.1475
CCAR1	1617.1950	1488.9272	1060.5836
CCBE1	9.6061	31.8078	316.9901
CCBL1	93.1796	142.1285	81.7657
CCBL2	644.2123	263.4692	311.7820
CCBP2	5.2834	19.3263	9.4801
CCDC101	903.9385	130.4522	424.2334
CCDC102A	70.6052	55.5630	300.3999
CCDC102B	22.0941	103.0734	49.7704
CCDC103	332.8530	791.9740	219.8193
CCDC104	1237.2719	636.1560	729.3734
CCDC105	0.0000	0.0000	0.0000
CCDC106	401.0567	322.1043	88.8757
CCDC107	2169.2939	484.9240	1480.1659
CCDC108	2.4015	24.1578	3.5550
CCDC109A	412.5841	440.0750	285.5873
CCDC109B	19.2123	53.9525	68.7306
CCDC110	5.7637	9.2605	34.3653
CCDC111	97.9251	174.3994	72.4219
CCDC112	84.0538	80.9287	233.4469
CCDC113	53.7944	198.8994	522.5892
CCDC114	60.9990	29.3920	29.0327
CCDC115	1408.7416	1193.7991	1083.0988
CCDC116	2.8818	2.0132	8.2951
CCDC117	1133.0451	271.7755	430.1585
CCDC11	4.8031	26.5736	23.1077
CCDC120	210.8549	202.5231	126.7960
CCDC121	38.9049	42.6788	68.7306
CCDC122	24.4957	30.5999	28.4402
CCDC123	226.7051	482.7538	520.8117
CCDC124	1799.7118	570.9299	2140.1274
CCDC125	52.8338	176.7547	241.7420
CCDC126	181.0759	149.3759	245.2970
CCDC127	1144.0922	133.2707	610.8725
CCDC129	0.0000	0.0000	4.7400
CCDC12	2446.2056	803.6502	582.4322
CCDC130	884.7262	793.9871	918.9750
CCDC132	378.0019	715.4742	540.9569
CCDC134	49.4717	158.6364	98.3558
CCDC135	0.0000	0.0000	1.1850
CCDC136	38.9049	14.4947	21.9227
CCDC137	805.9558	248.0203	458.5987
CCDC138	41.3064	12.8842	2.9625
CCDC13	4.3228	5.6368	4.7400
CCDC140	0.0000	0.0000	0.0000
CCDC141	0.0000	215.0046	0.5925
CCDC142	65.8021	124.6826	132.7626
CCDC144A	12.9779	39.2404	2.0204
CCDC144B	15.7109	44.6920	6.5176
CCDC144C	1.9212	2.0132	0.0000
CCDC144NL	0.0000	0.0000	0.0000
CCDC146	26.8972	48.7183	63.9905
CCDC147	11.5274	3.6237	3.5550
CCDC148	0.4803	5.6368	0.0000
CCDC149	170.5091	253.6571	218.6343
CCDC14	525.9366	1004.9654	498.8891
CCDC150	65.8021	5.2342	14.2201
CCDC151	17.7714	419.5409	518.4417
CCDC152	65.4467	25.4462	45.9073
CCDC153	0.4803	2.4158	7.1101
CCDC154	9.1258	12.0789	19.5527
CCDC155	0.0000	0.0000	1.1850
CCDC157	20.6532	10.0980	32.0545
CCDC158	0.0000	1.2079	0.0000
CCDC159	410.6628	332.5727	401.7183
CCDC15	27.8578	67.6419	59.8430
CCDC160	2.4015	0.4026	1.1850
CCDC163P	12.0077	22.5473	59.8430
CCDC17	15.3698	2.8184	18.3676
CCDC18	110.9510	28.1882	33.1803
CCDC19	4.3228	7.6500	4.1475
CCDC21	247.8386	303.5833	251.2220
CCDC22	437.1662	416.1427	1100.2518
CCDC23	223.3429	152.5969	128.5735
CCDC24	406.4745	249.5060	192.2382
CCDC25	1477.9059	686.4848	1059.9911
CCDC27	0.0000	1.6105	0.0000
CCDC28A	1333.3333	516.1722	439.0461
CCDC28B	732.9491	191.2494	189.0090
CCDC30	18.2517	53.9525	71.1006
CCDC33	9.6061	31.0025	9.4801
CCDC34	129.2027	257.6834	133.3136
CCDC36	19.2123	326.9359	49.7704
CCDC37	0.4803	0.0000	0.0000
CCDC38	0.0000	0.0000	0.0000
CCDC39	11.5274	7.6500	11.2576
CCDC3	333.8136	88.9813	130.3511
CCDC40	55.2354	46.7051	68.1381
CCDC41	592.2190	251.2414	341.8753
CCDC42B	10.5572	3.7002	3.8039
CCDC42	0.4803	0.4026	0.0000
CCDC43	582.6129	430.8145	317.5826
CCDC45	426.9933	266.1387	258.3321
CCDC46	210.3746	164.2732	78.8031
CCDC47	2301.6330	3452.9582	2816.1754
CCDC48	19.2123	23.3526	8.8876
CCDC50	1897.2142	3322.1033	846.0969
CCDC51	841.4986	436.8540	498.2965
CCDC52	208.4534	376.8620	206.1917
CCDC53	1047.5504	518.9906	664.7904
CCDC54	0.0000	3.2210	1.1850
CCDC55	516.3305	565.2931	538.5869
CCDC56	1211.3353	510.7689	569.9482
CCDC57	186.3593	138.5049	155.2363
CCDC58	187.3199	142.9338	222.7818
CCDC59	466.3785	659.9112	463.3388
CCDC60	0.0000	0.0000	0.0000
CCDC61	110.9510	139.3101	243.5195
CCDC62	1.9212	3.2210	10.6651
CCDC63	0.0000	0.0000	0.5925
CCDC64B	0.0000	0.4026	172.4189
CCDC64	284.8223	234.7335	323.5076
CCDC65	0.0000	5.6368	9.4801
CCDC66	139.3180	266.9077	213.5032
CCDC67	0.0000	11.2737	0.0000
CCDC68	3.3622	30.5999	6.5176
CCDC69	5449.0874	2865.1178	6381.2768
CCDC6	690.6820	1329.8882	1072.4337
CCDC70	0.0000	0.0000	0.0000
CCDC71	356.3881	748.4899	345.4303
CCDC72	2660.9030	1614.1452	1823.7298
CCDC73	53.9769	39.1075	280.1718
CCDC74A	4914.5053	339.0148	319.9526
CCDC74B	863.5927	88.5787	117.9085
CCDC75	12.4880	73.6814	49.1779
CCDC76	361.3064	121.3125	162.7077
CCDC77	100.3842	132.8680	279.0698
CCDC78	4.3228	45.8999	114.3534
CCDC79	0.0000	0.0000	0.0000
CCDC7	58.5975	78.9156	26.0702
CCDC80	1097.0221	2590.5239	649.3853
CCDC81	20.6532	8.4552	5.3325
CCDC82	344.3804	234.3309	212.1167
CCDC83	0.4803	0.0000	7.7026
CCDC84	634.4861	95.4234	286.1798
CCDC85A	35.5427	50.3006	27.8063
CCDC85B	255.5235	971.5471	276.6997
CCDC85C	1474.9135	881.1163	2439.9704
CCDC86	757.9203	952.2168	2005.6288
CCDC87	21.6138	3.2210	9.4801
CCDC88A	1244.4765	2342.9062	456.8212
CCDC88B	328.5303	88.9813	88.2832
CCDC88C	47.5504	93.8129	125.0185
CCDC89	13.9289	13.2868	37.3278
CCDC8	18.7320	1826.7341	2727.2997
CCDC90A	607.5889	226.6809	110.7984
CCDC90B	881.8108	1118.0643	903.5698
CCDC91	663.3045	960.6761	577.0997
CCDC92	581.1720	1212.7227	1087.8388
CCDC93	853.9866	1327.8750	697.3782
CCDC94	1012.4880	340.6253	861.5020
CCDC96	183.9577	32.6131	168.8639
CCDC97	268.0115	647.8323	837.8018
CCDC99	76.3689	209.7704	214.4867
CCDC9	272.3343	517.3800	385.7206
CCHCR1	263.6888	273.7887	321.7301
CCIN	13.4486	4.0263	14.2201
CCKAR	0.4803	0.4026	2.3700
CCKBR	0.9606	0.0000	27.8477
CCK	0.0000	0.0000	1.1850
CCL11	0.0000	0.4026	0.0000
CCL13	0.0000	41.0683	5.9250
CCL14-CCL15	0.0000	0.0000	0.0000
CCL14	373.1988	160.6495	296.8449
CCL15	0.0000	0.4026	0.0000
CCL16	2.8818	1.2079	0.0000
CCL17	2.4015	0.0000	0.5925
CCL18	3.3622	164.6758	0.5925
CCL19	0.0000	16.1052	1.1850
CCL1	0.0000	0.0000	0.0000
CCL20	0.0000	0.0000	1.1850
CCL21	1.4409	51.5367	5.9250
CCL22	18.7320	78.5129	50.9554
CCL23	0.0000	0.8053	0.5925
CCL24	0.0000	9.6631	0.0000
CCL25	0.4803	0.4026	31.4028
CCL26	3.8425	121.5944	20.1452
CCL27	0.0000	0.0000	0.0000
CCL28	24.9760	15.3000	85.3207
CCL2	31.7003	740.8399	53.9179
CCL3L1	10.8021	3.1888	4.1475
CCL3L3	2.1662	3.2533	0.0000
CCL3	57.6369	57.5761	8.2951
CCL4L2	58.5975	18.9236	5.3325
CCL4	38.4246	49.9262	13.0351
CCL5	77.8098	79.3182	43.8454
CCL7	0.0000	0.8053	0.0000
CCL8	0.4803	18.5210	1.1850
CCM2	1209.8943	1513.0850	2510.4429
CCNA1	0.4803	0.0000	2.3700
CCNA2	57.4736	222.6908	79.7926
CCNB1IP1	838.1364	419.1382	523.7743
CCNB1	262.7281	339.0148	407.6433
CCNB2	43.7080	161.4548	84.1357
CCNB3	85.0144	28.5868	32.5878
CCNC	1549.9520	886.5921	673.0855
CCND1	2592.7426	14803.3382	1897.6211
CCND2	6629.6830	12298.7477	6234.9282
CCND3	4334.7743	2432.2902	7214.3386
CCNDBP1	802.1134	1010.6023	817.6566
CCNE1	950.0480	321.7017	279.6623
CCNE2	10.1537	16.0408	17.7751
CCNF	108.5495	100.6576	203.2292
CCNG1	2337.1758	902.6973	5448.6743
CCNG2	466.3785	444.1013	721.6709
CCNH	397.0317	375.6058	777.3545
CCNI2	0.9702	378.1907	2.4470
CCNI	1705.5716	7042.8107	2058.9542
CCNJL	135.9270	74.0840	79.9881
CCNJ	271.3737	184.0021	178.3439
CCNK	978.0163	656.9317	1197.4167
CCNL1	1137.3679	1625.4189	972.8929
CCNL2	4696.9260	981.6129	2208.8579
CCNO	117.1950	15.7026	8.8876
CCNT1	8.6455	243.5914	87.0982
CCNT2	795.3890	521.4063	657.0878
CCNYL1	265.6100	326.5332	111.9834
CCNY	2043.2277	2991.1411	1722.4115
CCPG1	997.6897	3184.5929	1545.5784
CCR10	2.4015	8.4552	2.9625
CCR1	51.8732	70.8629	10.0726
CCR2	9.6061	15.7026	0.5925
CCR3	0.4803	0.0000	0.0000
CCR4	0.0000	7.6500	0.0000
CCR5	35.0624	22.9499	4.1475
CCR6	27.2863	2.7781	3.9994
CCR7	0.9606	8.4552	44.4379
CCR8	0.0000	4.0263	0.0000
CCR9	0.0000	0.0000	0.0000
CCRL1	5.2834	21.7420	2.9625
CCRL2	22.0941	28.5868	46.2154
CCRN4L	39.3852	57.9788	123.2410
CCS	3262.2478	324.5201	657.0878
CCT2	2878.9625	2663.4000	3389.1275
CCT3	10396.7339	6326.5312	5949.3408
CCT4	3086.4553	3189.2353	3027.1071
CCT5	2338.6167	2264.3933	4629.8326
CCT6A	4453.4102	3578.1762	4828.9142
CCT6B	282.4207	37.8473	178.3439
CCT6P1	89.8175	55.9656	113.1684
CCT7	7680.5956	3135.6854	6048.2891
CCT8L2	0.0000	0.0000	0.0000
CCT8	7433.7176	3112.3329	7886.2391
CD101	19.6926	15.7026	11.8501
CD109	19.6926	98.2418	170.5999
CD14	2565.3218	527.4458	399.9407
CD151	11845.8213	7449.4674	6669.8267
CD160	6.7243	9.6631	3.5550
CD163L1	10.5668	45.0946	218.0418
CD163	436.1191	516.1722	243.5195
CD164L2	0.4803	2.0132	20.7377
CD164	6482.2286	8660.5796	5891.2754
CD177	0.9606	7.2473	10.0726
CD180	20.6532	13.6894	1.7775
CD19	0.4803	2.8184	14.8126
CD1A	0.0000	0.0000	0.0000
CD1B	0.4803	0.4026	0.0000
CD1C	1.4409	9.6631	0.0000
CD1D	44.1883	62.4077	35.5503
CD1E	0.4803	4.0263	0.0000
CD200R1L	0.4803	0.4026	0.0000
CD200R1	7.2046	14.0921	1.1850
CD200	35.5427	157.0258	59.2505
CD207	3.8425	0.8053	0.0000
CD209	8.1652	91.7997	13.0351
CD226	1.9212	6.4421	0.5925
CD22	392.4111	48.7183	65.1755
CD244	1.9212	2.0132	1.1850
CD247	12.0077	14.8973	3.5550
CD248	141.6907	237.1493	97.7633
CD24	22.5744	21.3394	25.4777
CD274	1.9212	5.2342	3.5550
CD276	1722.8626	6878.9401	3761.8131
CD27	7.8290	32.8466	6.0198
CD28	4.3228	18.1184	1.7775
CD2AP	825.6484	1177.6939	549.8445
CD2BP2	2087.4159	1465.9772	4078.2106
CD2	18.7320	24.5605	1.1850
CD300A	121.0375	41.8736	21.3302
CD300C	8.6455	5.6368	5.3325
CD300E	0.0000	0.4026	0.5925
CD300LB	10.5668	7.6500	2.3700
CD300LD	0.0000	0.0000	0.0000
CD300LF	11.0471	14.8973	2.3700
CD300LG	6.7243	24.5605	11.2576
CD302	1137.3679	891.8263	114.3534
CD320	2012.4880	1096.3625	5445.1192
CD33	49.4717	14.8973	6.5176
CD34	625.3602	1536.4375	831.2843
CD36	182.5168	598.7114	1536.3650
CD37	167.1470	63.2130	49.7704
CD38	3.3622	11.6763	5.9250
CD3D	7.6849	9.6631	0.0000
CD3EAP	75.8886	223.8625	703.4869
CD3E	31.7003	24.1578	5.9250
CD3G	1.4409	2.8184	0.0000
CD40LG	0.4803	1.6105	0.0000
CD40	67.7233	227.8888	170.0489
CD44	148.8953	457.3881	1621.0932
CD46	4044.1883	30798.4060	16463.9313
CD47	780.9798	3773.4520	1140.5718
CD48	56.1960	49.9262	7.1101
CD4	416.4265	251.2414	54.5104
CD52	48.0307	58.7840	9.4801
CD53	332.8530	183.5995	81.1732
CD55	5285.7829	685.2769	1192.7122
CD58	80.2113	61.1998	168.8639
CD59	9365.0336	15884.5739	24949.1927
CD5L	0.0000	3.2210	0.0000
CD5	26.4169	2246.2749	97.7633
CD63	21314.6013	27449.3264	36292.1049
CD68	583.0932	815.3265	610.2800
CD69	8.1652	21.3394	1.7775
CD6	107.1085	153.4022	2.3700
CD70	3.3622	1.2079	0.5925
CD72	36.9837	34.6262	11.2576
CD74	24783.3814	6117.1634	2717.2271
CD79A	2.8818	34.6262	6.5176
CD79B	26.4169	43.0815	42.0678
CD7	10.5668	17.7157	5.9250
CD80	2.8818	4.4289	0.0000
CD81	6709.4140	5469.3311	6883.7209
CD82	15.3698	4313.3793	736.4835
CD83	3560.0384	846.7317	1381.7212
CD84	15.8501	36.6394	4.1475
CD86	195.0048	68.4472	68.7306
CD8A	29.7791	43.0815	5.9250
