Term	es	nes	pval	fdr	gene_set_size	matched_size	genes	DRUG
cluster_4	-0.22942289498582955	-1.4440060334846274	0.08831221082277207	0.1092530657748049	142	28	DIAPH3,PKP4,BEST1,PTMS,BUB1,CACYBP,DNAJB4,SNHG3,CYP1B1,CALM3,SMC4,ENAH,NUPR1,MT1X,TOP1,MTMR12,TBCA,ZFR,NMU,ASNS,ALDH2,TPM1,H2AFV,GPX3,CLIC4,RPL36,COX8A,NAP1L1	LDN-193189
cluster_7	-0.08099662847406769	-0.8986750793677148	0.5660339256865913	0.5700145265362657	371	91	GADD45A,CCDC85B,H2AFX,RFC1,STXBP6,ICMT,RIF1,PRKDC,DUSP4,MSH6,BOK,CTBP2,CREBZF,DIAPH3,TYMS,TIMELESS,ADAMTS12,INHBA,PPP5C,CLSPN,PKP4,PAICS,COMMD4,NPAT,ING2,PEX5,RB1,MAPK1IP1L,FARP2,DOCK10,USP14,NF2,RRP1B,XRCC2,SIVA1,XRCC3,GSTM4,UBE2I,DIO2,MFAP5,ITM2C,UNKL,MEX3D,CPA4,CYP1B1,HNRNPUL2,MBD4,ENAH,NUPR1,HTATSF1,ERC1,MTCH1,NCAPH2,PELP1,DDX11,SMCHD1,RANBP1,EPAS1,GOLIM4,IGFBP7,FN1,CEP57,MCAM,ROCK2,NUP210,CDC42EP1,FLNC,TPD52,DGKD,RAB32,RBM25,MAP1B,SLC7A1,RTF1,IDH2,SMC6,AXL,TPM1,GLO1,PSIP1,TWSG1,MATN2,H2AFY,PLOD1,CLIC4,MAZ,PLCB4,NNT,NAP1L1,DNAJC1,VKORC1	LDN-193189
cluster_1	0.23864370923193043	3.0150889247977344	0.0	0.0	239	119	TIPARP,ZDHHC7,PABPC3,RAB13,TCEAL4,GRN,SEMA3C,TTC3,LY6E,GSTK1,CYBRD1,XAF1,RPS28,NDUFS2,NGFRAP1,SIK1,ALDH3B1,PSAP,GABARAPL1,MUC1,ARFGAP1,NCSTN,RPL36,RPS14P3,PCYOX1,GOLGA2,CLIC3,RPL22,TAX1BP3,EGR1,CBX6,CTSA,BEST1,RARRES1,RNF44,KRT13,GSN,KRT19,DAB2,FN1,NME3,TMEM59,ZFAND5,KRT8,CLU,RPL28,RBP1,SRP14,MUC4,LMO4,NDRG1,NEAT1,IGFBP5,SERF2,MSLN,JUNB,TUBA1A,SH3BGRL,FAM134B,PDLIM1,ANXA4,CES2,PTGIS,PTPRF,WBP5,TINAGL1,CYP1B1,HCFC1R1,MAGED2,CTSD,CAMK2N1,CDKN2B,IGFBP3,MYH14,EDIL3,TMEM132A,ITM2B,MMP14,SEZ6L2,ELF3,GLUL,NAMPT,RARRES3,LAPTM4A,TACC1,HIST1H2AC,KLK7,CIR1,KLK5,CLSTN3,GATA2,OBSL1,TM7SF2,CTSH,TIMP2,FAM114A1,DAPK1,TNFRSF21,TRIM29,EPS8L2,CTNND1,ERGIC3,FBXO2,SKIL,SLC29A3,UPK2,ZKSCAN1,SNCG,ASAH1,NEDD9,TRAPPC6A,KRT7,FOS,SOX4,ADAMTSL4,FAM127A,DHRS3,ALPP,CST6	A 769662
cluster_2	0.24898674300518242	4.626610029002552	0.0	0.0	465	262	GNPDA1,DCAF6,EHBP1,VAMP3,SQSTM1,HEBP1,PERP,SNX6,DDX17,IFI16,GATA3,SCAND1,ADD3,ARL6IP5,TSPO,KDELR1,HDLBP,STAU1,BLVRB,CD47,PIR,LGALS3,PINK1,RAB11FIP1,CDKN1B,H1FX,SCRN1,IL6ST,RAB7A,LEPROT,H1F0,CTSB,GSTK1,GOLPH3,TSG101,SLC16A4,MXI1,EIF3E,PPP1R15A,PPAP2B,MAP4K3,CYBRD1,TCEAL1,SERINC3,PPT1,MVP,LYN,EEF2,MLPH,DYNLRB1,GABARAPL1,CASP4,CCDC6,PTTG1IP,EIF4B,QPRT,WWC1,MPST,COPS2,HIGD2A,BTF3,NPC2,YWHAZ,CAST,CAMLG,PALLD,MYL12A,HTATIP2,UBE2H,RARRES1,KRT18,MBTPS1,STEAP4,SLC20A2,TMEM159,IGBP1,ATP6V1G1,EIF4A2,ALDH3A2,TMEM106B,SH3YL1,KRT13,TRADD,COX7A2L,SKAP2,BATF,TDP2,LCN2,KRT19,DAB2,CLIP4,MYO6,RNF13,BFAR,TAX1BP1,SNAP23,NME3,CHMP1B,TMEM59,GLTSCR2,DECR1,POLR1D,NT5C2,NENF,CD46,ZFAND5,PGRMC2,USP3,KLF5,LAMP2,KRT8,KLHL24,KLHDC2,SRI,ATF4,TP53BP2,RPL13A,CITED2,WFDC2,NFE2L2,SERPINB6,CAV1,IGFBP5,PAIP1,STK38,EIF1,RIPK2,SCAMP1,PHACTR2,SAT1,SH3BGRL,NFKBIA,TRAM1,CD9,LITAF,TPD52L1,RPL3,PDLIM1,RABGAP1L,CRBN,ST3GAL1,RNF7,EHF,BPGM,EIF3H,INHBB,HEG1,ZBED2,HIST1H1C,ATXN7L3B,ABCC5,PAWR,SCNN1A,LIMCH1,TOX4,HCFC1R1,WWP1,MGST3,PNRC1,CDC42EP3,CDKN2B,CEBPD,TRIM38,IGFBP3,GPR110,PRSS22,NTAN1,RPL18,TPT1,YPEL5,RPL15,ITM2B,RPL13,SERPINB1,VGLL4,MIR22HG,KYNU,RAB25,SASH1,TJP1,VGLL1,ANXA11,UBXN1,ELF3,GLUL,MTUS1,EIF2S3,PPP2R3A,NAMPT,NACA,TGFB2,SPINT1,UBE2L6,ASS1,RARRES3,PLA2G16,CHKA,VAMP8,ECH1,HIST1H2AC,TBC1D1,TTC9,TACSTD2,ZFAND6,PLEKHA1,KLK7,HEBP2,MAP3K13,TNFSF10,APP,IL13RA1,GULP1,H2AFJ,CD55,SCD,MYOF,SRRM2,TM4SF1,KRCC1,CTDSPL,FILIP1L,EPS8,RASAL2,COBL,VGLL3,KLK8,BTG1,CTNND1,RALGPS2,SPTSSA,SLC38A2,SPSB3,PCDH7,ASPH,PDCD6,IST1,KIAA1462,UBE2D1,FAM127B,CDK14,EIF3F,FXYD3,OSGIN2,MLLT4,PDLIM5,HIST1H2BD,NR0B1,ARID5B,ATP5G2,STK3,CYB5A,WIPI2,ING4,CSNK1A1,PKP2,RHOBTB3,INADL,TLE1,JUN,ME1,MAP2,RPS14	A 769662
cluster_3	0.24476683937825916	3.935881282562197	0.0	0.0	299	193	SERINC1,PERP,NPEPPS,RTN3,MGAT4B,LTBP3,TSPAN3,MST4,PARP4,REPIN1,GATA3,APOBEC3C,GRN,GBAS,TAF7,GDE1,LGALS3,FOXO3,PTOV1,GSTK1,PPP1R15A,CYBRD1,ADAM10,LAMP1,ALDH3B1,PSAP,MVP,MLPH,GABARAPL1,CASP4,PTTG1IP,QPRT,COPS2,NR1D2,EPN2,GNAQ,MYO1C,STX16,S100A14,ARPC3,REEP5,DECR2,BEST1,CD59,UBE2H,MBTPS1,CADM4,NINJ1,RAD50,TMEM106B,ATP5O,LRP10,KRT13,TMEM66,PPP1R12A,BATF,LCN2,GSN,KRT19,OPTN,MYO6,PPL,RNF13,SNAP23,NME3,TMEM59,GLTSCR2,AHNAK,EIF3L,KDM5B,KLF5,ALDH7A1,SRI,TMC5,PPCS,RNF216,FZD2,RPL13A,CITED2,WFDC2,ERP29,NEAT1,SVIL,REST,DAZAP2,PHF20,JUNB,CD63,PHACTR2,SAT1,SH3BGRL,RNF24,CD9,FAM134B,PDLIM1,RABGAP1L,LRRC42,CSNK1D,TFPI,TFG,CUL5,RUFY1,CCNL1,CAPG,BMPR2,MAP4K5,HEG1,ABI1,BSG,HIST1H1C,PAWR,SCNN1A,MGST3,PNRC1,CDC42EP3,N4BP2L2,CAMK2N1,DSP,TRIM38,IGFBP3,MYH14,GPR110,SLC35E1,EPB41L1,MAP2K7,ITM2B,PPP4R2,SPTBN1,CALCOCO2,MYCBP2,SERPINB1,SEZ6L2,GOLGA3,ANXA11,KLHDC3,ELF3,MBNL2,HIPK2,TGFB2,CAV2,BRD8,ASS1,RARRES3,PLA2G16,PRSS8,TIMP3,TACC1,HIST1H2AC,AUP1,TACSTD2,DNAJB6,PLEKHA1,KLK7,CIR1,PAM,PPP1CB,KAT6B,H2AFJ,CD55,MYOF,FILIP1L,EPS8,PCYT1A,CTSH,FBXO9,TIMP2,CDIPT,KLK8,EFR3A,BTG1,ERP44,ABCC1,SLC38A2,SKIL,ZKSCAN1,PCDH7,PDCD6,UBE2D1,LMO7,SMARCA1,NEDD9,FXYD3,SOX4,PDLIM5,HIST1H2BD,ACBD3,DHRS3,RAP2B,ING4,PKP2,RHOBTB3,TLE1,TRIM2	A 769662
cluster_0	0.14616530193576613	1.54834424722259	0.05937624950019992	0.06897470927326646	275	82	MDH1,SNX6,HEXB,BNIP3L,HINT1,VPS4B,SOD1,SCP2,H1F0,DYNC1I2,SMAP1,SCFD1,COX5B,ASAP2,M6PR,MEAF6,TMEM14B,GSTM3,IFT57,TPM1,NDUFA13,CTBP1,NDUFS7,VAPB,HSPA4,SAP18,DDX27,MRPL33,WIPF2,NOL7,CYFIP1,ATP5H,CEP70,MAP7D3,WWC2,CDK2AP2,GNAS,RNASEH2B,CYP1B1,TAOK1,POLR2A,PRDX2,CYB5R3,CCDC85B,FNBP1,UBQLN2,AXL,NDUFA4,GADD45GIP1,GRSF1,PTPN11,UBE2J1,NCF2,NRCAM,CCDC25,INHBA,AGFG1,IGFBP7,CMAS,PHTF1,VDAC1,MAP3K7,GSTM4,USP14,GOLIM4,SUMO1,HSPB11,ZC3H15,DIAPH3,NR3C1,HNRNPD,SMC4,STK3,H2AFV,CSNK1A1,EIF4EBP2,LSM4,MYO1B,TYMS,PAICS,NDUFA5,TDG	A 769662
cluster_4	0.24850083691142227	1.5575542009961225	0.051703406813627256	0.0826197061077605	142	28	TOP1,GPX3,NAP1L1,ZFR,RPL36,ALDH2,BEST1,CLIC4,TPM1,COX8A,NUPR1,DNAJB4,ASNS,MTMR12,PTMS,TBCA,CYP1B1,NMU,ENAH,PKP4,DIAPH3,SNHG3,SMC4,BUB1,CALM3,H2AFV,CACYBP,MT1X	A 769662
cluster_7	0.07052822075381927	0.790938637957753	0.7206058190514149	0.7240011995601613	371	91	MAPK1IP1L,RBM25,NNT,PLCB4,MAP1B,GADD45A,NAP1L1,MAZ,SMCHD1,VKORC1,NCAPH2,MEX3D,SLC7A1,DUSP4,MATN2,DNAJC1,CLIC4,TPM1,GLO1,ITM2C,FN1,NUPR1,H2AFY,ERC1,MTCH1,PELP1,PSIP1,PLOD1,MFAP5,RTF1,SIVA1,UNKL,DGKD,CYP1B1,RANBP1,DIO2,RAB32,TWSG1,UBE2I,SMC6,CCDC85B,AXL,MCAM,H2AFX,FLNC,MBD4,ROCK2,EPAS1,CREBZF,CLSPN,INHBA,XRCC2,IGFBP7,BOK,NUP210,ENAH,PKP4,TPD52,STXBP6,NPAT,NF2,PPP5C,GSTM4,USP14,TIMELESS,ING2,CTBP2,GOLIM4,FARP2,CPA4,RRP1B,ICMT,RFC1,DIAPH3,HNRNPUL2,CDC42EP1,MSH6,PEX5,IDH2,RIF1,HTATSF1,COMMD4,PRKDC,DDX11,CEP57,DOCK10,ADAMTS12,RB1,TYMS,PAICS,XRCC3	A 769662
cluster_1	0.1293559381794626	1.6389336808765902	0.03728546064312488	0.07432792121373437	239	119	TIPARP,HIST1H2AC,LAPTM4A,TUBA1A,TTC3,TRAPPC6A,GSN,SOX4,JUNB,TM7SF2,NME3,CIR1,MAGED2,SIK1,PTPRF,FOS,ITM2B,CLU,MYH14,NCSTN,RPS14P3,HCFC1R1,NDRG1,PSAP,GABARAPL1,TMEM59,SERF2,SH3BGRL,FBXO2,TCEAL4,CTNND1,KRT7,TRIM29,EDIL3,OBSL1,TACC1,ZFAND5,TNFRSF21,CBX6,CLSTN3,FAM127A,RAB13,MUC4,DAB2,SEMA3C,KRT13,ZDHHC7,RNF44,KRT8,LMO4,NEDD9,CES2,ALDH3B1,FAM114A1,PABPC3,IGFBP5,FN1,CTSA,MSLN,EPS8L2,NEAT1,ERGIC3,SNCG,SKIL,SRP14,CLIC3,ASAH1,GOLGA2,BEST1,PTGIS,RPL22,ALPP,ANXA4,RPL36,CTSH,CDKN2B,NDUFS2,RPL28,WBP5,GRN,KLK5,TIMP2,CAMK2N1,GATA2,ZKSCAN1,ELF3,FAM134B,TINAGL1,RPS28,UPK2,TAX1BP3,SLC29A3,GSTK1,NGFRAP1,CYP1B1,MUC1,EGR1,CYBRD1,CST6,DAPK1,CTSD,ADAMTSL4,NAMPT,RBP1,PCYOX1,DHRS3,MMP14,KLK7,RARRES1,KRT19,GLUL,ARFGAP1,TMEM132A,IGFBP3,RARRES3,SEZ6L2,LY6E,PDLIM1,XAF1	(-)-JQ1
cluster_2	0.09807260075005778	1.827435472228959	0.013897161008536827	0.0836438647857333	465	262	HIST1H2BD,HIST1H1C,HIST1H2AC,SQSTM1,MBTPS1,RPL15,BTF3,GULP1,MLLT4,KLHDC2,TOX4,CDKN1B,RAB11FIP1,HEBP1,WIPI2,RPL13,TPT1,CD9,TAX1BP1,SERINC3,PINK1,NME3,TJP1,HDLBP,SCAMP1,TSG101,EIF1,CSNK1A1,PLEKHA1,MYO6,CEBPD,SNAP23,ASPH,FILIP1L,SCAND1,SPTSSA,ITM2B,EIF4A2,TLE1,PGRMC2,PAWR,RPL3,MYL12A,YPEL5,TACSTD2,HCFC1R1,UBXN1,CD46,EEF2,PDCD6,PALLD,SAT1,GABARAPL1,TP53BP2,MIR22HG,TMEM59,CDC42EP3,STK38,ATP6V1G1,INADL,CAST,CHMP1B,PPAP2B,COX7A2L,MAP2,SH3BGRL,CAMLG,TGFB2,JUN,EPS8,CRBN,PTTG1IP,PPP1R15A,INHBB,OSGIN2,ABCC5,CTNND1,HEG1,RPL13A,SH3YL1,ANXA11,LITAF,TCEAL1,MVP,ZFAND5,FXYD3,FAM127B,TTC9,BFAR,RPS14,DYNLRB1,MAP3K13,PPP2R3A,ARID5B,MXI1,ADD3,BLVRB,DAB2,BTG1,MAP4K3,KRT13,KRT8,VAMP3,SCNN1A,PKP2,GOLPH3,ZFAND6,CD47,STAU1,SNX6,ATP5G2,SPINT1,KIAA1462,MGST3,IGFBP5,DDX17,CTDSPL,CYB5A,EIF3H,SLC20A2,TDP2,LCN2,CCDC6,SKAP2,UBE2D1,WWC1,H1FX,CD55,LEPROT,EHF,SERPINB1,SRRM2,RIPK2,MYOF,EIF3F,PPT1,KLHL24,TSPO,ATXN7L3B,VGLL4,TRADD,NT5C2,KLF5,CITED2,STK3,SPSB3,H1F0,RNF7,UBE2L6,RASAL2,GATA3,SRI,CDKN2B,LIMCH1,PAIP1,RAB7A,PCDH7,PNRC1,NTAN1,UBE2H,SERPINB6,ME1,DCAF6,HIGD2A,ATF4,WWP1,ST3GAL1,EIF4B,RNF13,LAMP2,LGALS3,TRIM38,PHACTR2,SLC38A2,TRAM1,BPGM,CAV1,GLTSCR2,CDK14,TPD52L1,SCD,YWHAZ,ING4,ELF3,SASH1,ASS1,NPC2,KRCC1,RAB25,STEAP4,TBC1D1,RPL18,NENF,IST1,APP,NR0B1,IGBP1,VGLL3,QPRT,GSTK1,PLA2G16,EIF2S3,H2AFJ,SCRN1,CASP4,NACA,IL13RA1,LYN,RABGAP1L,PDLIM5,CYBRD1,PIR,ALDH3A2,CLIP4,ARL6IP5,POLR1D,VAMP8,KLK8,RALGPS2,RHOBTB3,HEBP2,IL6ST,VGLL1,NFE2L2,CTSB,PERP,MTUS1,KRT18,CHKA,NAMPT,EIF3E,MLPH,TNFSF10,KDELR1,PRSS22,MPST,TMEM106B,ECH1,KLK7,IFI16,TMEM159,GPR110,RARRES1,WFDC2,HTATIP2,EHBP1,KRT19,ZBED2,GLUL,KYNU,COBL,TM4SF1,IGFBP3,RARRES3,SLC16A4,USP3,DECR1,NFKBIA,PDLIM1,BATF,COPS2,GNPDA1	(-)-JQ1
cluster_3	0.10310880829015334	1.653439693195249	0.03593531643042523	0.10400585573595954	299	193	HIST1H2BD,HIST1H1C,HIST1H2AC,MBTPS1,RUFY1,EIF3L,RNF216,MYCBP2,GSN,EPN2,CD9,SOX4,PHF20,JUNB,BMPR2,NME3,CIR1,MAP2K7,PLEKHA1,MYO6,SNAP23,PCYT1A,FILIP1L,CSNK1D,FOXO3,TMEM66,ITM2B,TLE1,MYH14,PPP1CB,TAF7,PAWR,GOLGA3,TACSTD2,PSAP,PDCD6,SAT1,GABARAPL1,LRRC42,TMEM59,CDC42EP3,TIMP3,RAP2B,RTN3,SH3BGRL,TGFB2,TSPAN3,TMC5,EPS8,CAV2,PTTG1IP,GNAQ,SVIL,ACBD3,PPP1R12A,PPP1R15A,BRD8,HEG1,RPL13A,DSP,ANXA11,MGAT4B,MVP,TACC1,FXYD3,CDIPT,BSG,MYO1C,BTG1,KRT13,SMARCA1,CCNL1,SCNN1A,MBNL2,PKP2,FZD2,ABCC1,NEDD9,ALDH3B1,REEP5,FBXO9,TRIM2,ADAM10,MGST3,SERINC1,SLC35E1,CALCOCO2,DNAJB6,LCN2,UBE2D1,NEAT1,CD55,SERPINB1,SKIL,PPL,MYOF,CD63,NR1D2,BEST1,DAZAP2,KLF5,KAT6B,TFPI,CITED2,PAM,ATP5O,PTOV1,ABI1,GATA3,SRI,CTSH,ERP29,NPEPPS,ALDH7A1,EPB41L1,GDE1,PCDH7,PNRC1,UBE2H,CD59,DECR2,EFR3A,RNF13,GBAS,HIPK2,LGALS3,TRIM38,PHACTR2,GRN,PPCS,SLC38A2,SPTBN1,TIMP2,GLTSCR2,CAMK2N1,TFG,ZKSCAN1,MST4,RNF24,ING4,KDM5B,ELF3,FAM134B,ASS1,PPP4R2,QPRT,GSTK1,PLA2G16,ERP44,LAMP1,H2AFJ,CASP4,S100A14,RABGAP1L,PDLIM5,CYBRD1,N4BP2L2,KLHDC3,OPTN,KLK8,REPIN1,RHOBTB3,REST,CADM4,PERP,CUL5,MLPH,RAD50,AUP1,CAPG,PRSS8,DHRS3,PARP4,LTBP3,TMEM106B,KLK7,GPR110,ARPC3,APOBEC3C,AHNAK,LMO7,WFDC2,KRT19,MAP4K5,NINJ1,STX16,IGFBP3,RARRES3,SEZ6L2,LRP10,PDLIM1,BATF,COPS2	(-)-JQ1
cluster_0	0.1252745495388527	1.3287725993744584	0.1425173439048563	0.2110061219057759	275	82	BNIP3L,GSTM3,CYB5R3,MEAF6,MAP3K7,PRDX2,SMC4,TMEM14B,H2AFV,VPS4B,NDUFS7,SMAP1,CSNK1A1,DDX27,MYO1B,ATP5H,CCDC25,UBQLN2,HSPA4,TDG,DYNC1I2,FNBP1,NDUFA5,TYMS,COX5B,GNAS,HNRNPD,EIF4EBP2,NDUFA13,TAOK1,INHBA,SNX6,AGFG1,HEXB,CCDC85B,CTBP1,MDH1,WIPF2,LSM4,UBE2J1,WWC2,HINT1,AXL,ASAP2,SOD1,SCFD1,NDUFA4,GADD45GIP1,NCF2,IFT57,STK3,H1F0,IGFBP7,MRPL33,ZC3H15,GOLIM4,POLR2A,GSTM4,PAICS,DIAPH3,SUMO1,HSPB11,GRSF1,CDK2AP2,MAP7D3,CYFIP1,TPM1,VDAC1,CEP70,NRCAM,RNASEH2B,CMAS,CYP1B1,M6PR,VAPB,NR3C1,USP14,NOL7,PTPN11,PHTF1,SAP18,SCP2	(-)-JQ1
cluster_7	0.1079992607884306	1.210231251557285	0.22093023255813954	0.2645861059355869	371	91	ENAH,CLIC4,GLO1,PELP1,H2AFY,RAB32,CEP57,CTBP2,NAP1L1,FARP2,SMC6,TPD52,SIVA1,RBM25,MAP1B,VKORC1,ITM2C,ING2,TYMS,EPAS1,ADAMTS12,MATN2,SMCHD1,PEX5,CPA4,TWSG1,H2AFX,PLOD1,CLSPN,MEX3D,DGKD,PLCB4,RIF1,INHBA,FN1,XRCC3,CCDC85B,RTF1,RRP1B,RANBP1,MFAP5,AXL,NUP210,STXBP6,RFC1,BOK,DOCK10,FLNC,ICMT,NF2,ROCK2,MAPK1IP1L,TIMELESS,PPP5C,IGFBP7,CREBZF,MSH6,ERC1,DIO2,MTCH1,PRKDC,GOLIM4,MCAM,GSTM4,PAICS,DIAPH3,HTATSF1,MBD4,HNRNPUL2,RB1,TPM1,PKP4,NCAPH2,GADD45A,CYP1B1,PSIP1,XRCC2,UBE2I,NUPR1,COMMD4,DDX11,UNKL,IDH2,SLC7A1,NPAT,USP14,MAZ,DUSP4,DNAJC1,CDC42EP1,NNT	(-)-JQ1
cluster_4	0.13863255949348616	0.8686831636442072	0.6232681336593318	0.6173143465531009	142	28	ENAH,CLIC4,SMC4,ALDH2,H2AFV,NAP1L1,CALM3,BUB1,TBCA,MTMR12,TOP1,NMU,BEST1,COX8A,RPL36,MT1X,DNAJB4,DIAPH3,SNHG3,TPM1,PKP4,ASNS,GPX3,CYP1B1,NUPR1,PTMS,CACYBP,ZFR	(-)-JQ1
cluster_3	0.16455958549224603	2.654299347262386	0.0	0.000499035198616009	299	193	HIST1H2AC,HIST1H1C,MYCBP2,HIST1H2BD,PSAP,MBTPS1,TSPAN3,BTG1,PHF20,N4BP2L2,BMPR2,FOXO3,BEST1,SERINC1,SAT1,RUFY1,MYO6,ACBD3,NEDD9,PTTG1IP,RNF216,SERPINB1,TMEM66,CD55,KDM5B,CIR1,RABGAP1L,PNRC1,RNF24,LCN2,SOX4,MGST3,GABARAPL1,GSN,EIF3L,RTN3,TIMP2,GRN,ASS1,ADAM10,LAMP1,TAF7,PDCD6,CCNL1,DECR2,LRRC42,DSP,GDE1,FILIP1L,CITED2,GOLGA3,SNAP23,ZKSCAN1,RAP2B,CD9,TMC5,PPCS,MVP,PPP1R12A,ABCC1,FAM134B,TIMP3,ABI1,ALDH7A1,PLEKHA1,TMEM59,GATA3,NPEPPS,CDIPT,UBE2H,CAV2,ITM2B,MYH14,CADM4,MAP2K7,BSG,CD59,NEAT1,PPL,SLC38A2,TACC1,RAD50,UBE2D1,SVIL,BRD8,LGALS3,PPP1R15A,KLF5,PPP1CB,PERP,DAZAP2,ERP29,NME3,TRIM2,MBNL2,PPP4R2,EPS8,JUNB,SMARCA1,CALCOCO2,HEG1,MST4,TACSTD2,SCNN1A,RPL13A,GPR110,FBXO9,H2AFJ,DNAJB6,SKIL,SPTBN1,CAMK2N1,PLA2G16,OPTN,SH3BGRL,ING4,PCYT1A,PHACTR2,MYO1C,PAWR,PCDH7,CAPG,TRIM38,MGAT4B,KRT13,EPB41L1,ALDH3B1,S100A14,CSNK1D,NINJ1,TLE1,SLC35E1,REST,FZD2,ELF3,PKP2,GLTSCR2,NR1D2,KAT6B,GNAQ,PDLIM5,QPRT,CDC42EP3,LMO7,CD63,TFPI,PTOV1,HIPK2,EPN2,LTBP3,ERP44,EFR3A,GSTK1,TGFB2,MYOF,TMEM106B,RNF13,RHOBTB3,PRSS8,CASP4,MAP4K5,KRT19,GBAS,PARP4,PAM,REEP5,FXYD3,KLK7,CYBRD1,AHNAK,DHRS3,KLK8,CTSH,PDLIM1,WFDC2,TFG,STX16,KLHDC3,AUP1,MLPH,COPS2,IGFBP3,ANXA11,CUL5,ARPC3,BATF,LRP10,APOBEC3C,REPIN1,ATP5O,SRI,RARRES3,SEZ6L2	(+)-JQ1
cluster_2	0.08947495480479928	1.669073765155034	0.03353413654618474	0.07992880431166412	465	262	HIST1H2AC,HIST1H1C,KLHL24,HIST1H2BD,SQSTM1,ABCC5,KLHDC2,EIF4A2,TOX4,MBTPS1,CHMP1B,YPEL5,TPT1,PINK1,TAX1BP1,BTG1,VAMP3,SPSB3,TSG101,SCAND1,STK38,SAT1,MYO6,RAB11FIP1,ZFAND5,MIR22HG,TJP1,RPL15,RPL13,SPTSSA,PALLD,PTTG1IP,SERPINB1,EEF2,CD55,MLLT4,RABGAP1L,PNRC1,LCN2,UBXN1,MGST3,BTF3,GABARAPL1,HDLBP,TPD52L1,INADL,ASS1,SCAMP1,CEBPD,LAMP2,CHKA,HEBP1,PDCD6,BPGM,TP53BP2,WIPI2,EIF3H,FILIP1L,NPC2,SLC20A2,CITED2,MXI1,PGRMC2,SNAP23,CD9,MVP,CAMLG,SNX6,STAU1,SERINC3,PLEKHA1,TMEM59,ATP6V1G1,GATA3,LITAF,UBE2H,NT5C2,RPL3,ITM2B,CLIP4,POLR1D,ASPH,CAST,KIAA1462,MAP2,KRT8,DAB2,SKAP2,SLC38A2,UBE2D1,ATXN7L3B,LGALS3,PPP1R15A,KLF5,TTC9,STK3,CTSB,COX7A2L,NTAN1,DDX17,RARRES1,NR0B1,PERP,CD46,ADD3,NME3,SCD,VGLL4,EIF3F,EIF4B,EPS8,ME1,PPAP2B,CAV1,GULP1,JUN,HEG1,TACSTD2,SCNN1A,LYN,RPL13A,GPR110,RASAL2,ZFAND6,CDKN1B,H2AFJ,NENF,RAB7A,OSGIN2,PLA2G16,YWHAZ,WWP1,CCDC6,CSNK1A1,SH3BGRL,CTNND1,HEBP2,ING4,GOLPH3,EIF2S3,IGBP1,SRRM2,DCAF6,TBC1D1,IGFBP5,IST1,ATP5G2,IL6ST,CDKN2B,VGLL1,MAP4K3,PHACTR2,PIR,PAWR,PCDH7,SPINT1,TRIM38,H1FX,KRT13,TRAM1,PAIP1,BFAR,ALDH3A2,STEAP4,TLE1,NACA,NFE2L2,TNFSF10,RPS14,EIF1,EIF3E,SH3YL1,BLVRB,APP,ELF3,PKP2,GLUL,GLTSCR2,CYB5A,CRBN,VGLL3,ARID5B,PPP2R3A,EHF,PDLIM5,KYNU,CTDSPL,DYNLRB1,IL13RA1,MYL12A,HCFC1R1,QPRT,TM4SF1,HTATIP2,NFKBIA,CDC42EP3,KRCC1,LIMCH1,PPT1,H1F0,INHBB,PRSS22,FAM127B,ST3GAL1,VAMP8,ATF4,EHBP1,MAP3K13,GSTK1,TCEAL1,TGFB2,CDK14,MYOF,RPL18,TMEM106B,RNF13,RHOBTB3,CASP4,UBE2L6,USP3,SASH1,SERPINB6,WWC1,KRT19,FXYD3,TDP2,RALGPS2,TRADD,KLK7,TMEM159,ZBED2,COBL,CD47,SLC16A4,HIGD2A,CYBRD1,ARL6IP5,RAB25,KLK8,TSPO,LEPROT,PDLIM1,WFDC2,MPST,RNF7,MLPH,MTUS1,SCRN1,COPS2,IGFBP3,ANXA11,KDELR1,BATF,NAMPT,RIPK2,IFI16,SRI,KRT18,ECH1,RARRES3,GNPDA1,DECR1	(+)-JQ1
cluster_4	0.2427225092787681	1.5386849497190211	0.06255028157683025	0.10002883314480893	142	28	ENAH,BEST1,NAP1L1,ALDH2,DNAJB4,H2AFV,CLIC4,SMC4,TBCA,CYP1B1,MT1X,CALM3,TOP1,ZFR,TPM1,BUB1,COX8A,DIAPH3,PTMS,NMU,MTMR12,RPL36,SNHG3,PKP4,GPX3,NUPR1,ASNS,CACYBP	(+)-JQ1
